Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE35,OUT019,564.1009287350441
NCD31,OUT035,2681.308771975984
FDJ56,OUT035,2088.996049140726
NCU53,OUT046,2234.4781730347104
FDD39,OUT035,2680.2338161333955
NCU17,OUT019,545.0128443446342
FDJ20,OUT046,1740.4500561160019
NCW41,OUT018,2747.137812279751
FDL52,OUT035,1775.1285102962227
FDS39,OUT035,2681.308771975984
DRJ47,OUT045,2679.520928465894
FDP13,OUT010,666.5706329934209
DRK39,OUT010,642.111168608742
FDF28,OUT010,642.111168608742
FDB09,OUT045,2088.996049140726
FDM51,OUT046,1740.4500561160019
DRM49,OUT018,2191.127194498703
DRF23,OUT013,2961.81754427035
DRH01,OUT035,2681.308771975984
FDH12,OUT027,3931.7640664152914
FDA28,OUT019,545.0128443446342
FDW37,OUT018,2433.3433283630943
FDF02,OUT046,1740.4500561160019
DRL37,OUT046,1399.5213450943893
NCF43,OUT046,2234.4781730347104
FDH08,OUT010,757.9030920946007
FDR34,OUT019,649.9129956959587
NCK19,OUT049,2237.3309340776354
NCD55,OUT018,2191.127194498703
FDT27,OUT049,2410.8952110264468
FDQ57,OUT045,2679.520928465894
FDA47,OUT035,2681.308771975984
DRG15,OUT027,3474.480656312158
FDE05,OUT018,2747.137812279751
FDN46,OUT046,1740.4500561160019
FDX27,OUT027,3931.7640664152914
FDT51,OUT045,2088.996049140726
FDU33,OUT013,2375.582718589748
FDJ16,OUT027,3474.480656312158
FDD20,OUT019,545.0128443446342
FDT36,OUT049,1399.5213450943893
DRF15,OUT027,4487.273596887449
FDN52,OUT010,642.111168608742
FDC22,OUT027,4487.273596887449
FDX15,OUT045,2679.520928465894
FDT13,OUT013,2961.81754427035
FDU04,OUT017,2088.996049140726
FDU31,OUT019,649.9129956959587
FDW59,OUT027,3931.7640664152914
NCO29,OUT046,2234.4781730347104
FDL15,OUT035,2681.308771975984
FDI41,OUT049,2237.3309340776354
FDQ48,OUT049,1740.4500561160019
DRI39,OUT013,2375.582718589748
FDI08,OUT013,3509.121901013104
FDC21,OUT049,1740.4500561160019
FDF58,OUT035,1775.1285102962227
FDS08,OUT010,670.1202947777384
FDE47,OUT045,2088.996049140726
NCP18,OUT019,587.7341248749699
NCR41,OUT013,2639.4575476205328
FDA27,OUT013,3509.121901013104
FDA43,OUT035,2681.308771975984
FDA49,OUT045,2088.996049140726
NCE55,OUT018,2747.137812279751
DRM49,OUT027,3474.480656312158
FDF22,OUT027,5192.505733347002
FDQ15,OUT018,2433.3433283630943
NCS54,OUT017,2679.520928465894
NCY05,OUT013,2375.582718589748
FDR45,OUT046,2400.7006894382034
FDK57,OUT049,1740.4500561160019
FDF41,OUT010,757.9030920946007
FDV21,OUT046,1740.4500561160019
FDD51,OUT046,1399.5213450943893
FDF33,OUT046,1740.4500561160019
FDA38,OUT046,2400.7006894382034
FDR56,OUT045,2679.520928465894
NCN41,OUT017,2088.996049140726
FDC60,OUT027,3931.7640664152914
FDB47,OUT045,2680.2338161333955
DRH01,OUT013,2961.81754427035
FDW08,OUT046,1740.4500561160019
FDF38,OUT027,3474.480656312158
FDY32,OUT017,2679.520928465894
FDG34,OUT049,1740.4500561160019
FDG47,OUT019,649.9129956959587
NCF18,OUT035,2681.308771975984
FDL39,OUT019,587.7341248749699
NCH55,OUT035,2088.996049140726
DRJ35,OUT049,1399.5213450943893
FDS44,OUT035,2680.2338161333955
DRE01,OUT018,3180.1740619589787
FDY39,OUT013,2961.81754427035
FDY32,OUT018,2747.137812279751
FDR33,OUT027,3931.7640664152914
NCP50,OUT049,1740.4500561160019
FDZ47,OUT018,2433.3433283630943
FDU57,OUT049,2237.3309340776354
FDY44,OUT013,2961.81754427035
DRH59,OUT018,2191.127194498703
FDB03,OUT027,5192.505733347002
FDY46,OUT045,2679.520928465894
FDM39,OUT045,2679.520928465894
FDY36,OUT035,1775.1285102962227
NCM55,OUT035,2681.308771975984
FDJ50,OUT010,666.5706329934209
DRL60,OUT013,2961.81754427035
NCJ54,OUT049,2410.8952110264468
FDX59,OUT017,1775.1285102962227
FDI07,OUT013,2961.81754427035
DRF51,OUT010,666.5706329934209
FDM14,OUT017,2088.996049140726
FDP21,OUT045,2679.520928465894
FDE40,OUT035,1775.1285102962227
FDE05,OUT035,2681.308771975984
FDM13,OUT027,3931.7640664152914
FDC34,OUT027,4487.273596887449
NCI55,OUT018,2433.3433283630943
NCE43,OUT018,2747.137812279751
FDW58,OUT018,2433.3433283630943
FDG60,OUT045,2680.2338161333955
FDV31,OUT017,2679.520928465894
FDR47,OUT013,2961.81754427035
FDM60,OUT019,564.1009287350441
NCF06,OUT018,3180.1740619589787
NCN26,OUT027,3931.7640664152914
FDQ59,OUT049,1740.4500561160019
FDF09,OUT046,1399.5213450943893
NCS06,OUT017,2680.2338161333955
FDT44,OUT046,1740.4500561160019
FDI19,OUT017,2680.2338161333955
FDT22,OUT017,1775.1285102962227
NCF54,OUT027,4487.273596887449
DRG25,OUT045,2679.520928465894
FDB59,OUT017,2679.520928465894
FDQ37,OUT017,2679.520928465894
FDP56,OUT035,1775.1285102962227
FDW44,OUT035,2681.308771975984
FDJ26,OUT010,757.9030920946007
FDU43,OUT018,3180.1740619589787
FDW33,OUT045,2088.996049140726
NCX53,OUT027,4487.273596887449
FDN56,OUT010,670.1202947777384
DRF15,OUT049,2237.3309340776354
FDO33,OUT017,2088.996049140726
FDZ39,OUT010,642.111168608742
NCJ19,OUT017,1775.1285102962227
FDU01,OUT035,2681.308771975984
FDT12,OUT035,2680.2338161333955
NCM18,OUT018,2191.127194498703
FDP19,OUT017,2088.996049140726
NCR42,OUT049,1399.5213450943893
FDN10,OUT046,1740.4500561160019
FDG44,OUT017,1775.1285102962227
FDQ10,OUT046,2234.4781730347104
DRH13,OUT049,1740.4500561160019
FDT52,OUT013,3509.121901013104
FDM56,OUT045,2088.996049140726
NCO43,OUT010,642.111168608742
NCV29,OUT035,2681.308771975984
NCF06,OUT013,3509.121901013104
FDO50,OUT035,2088.996049140726
FDT59,OUT013,3509.121901013104
FDX40,OUT027,3474.480656312158
FDE50,OUT017,2679.520928465894
FDX51,OUT017,2679.520928465894
NCD30,OUT018,2433.3433283630943
FDK15,OUT013,2639.4575476205328
FDL12,OUT045,1775.1285102962227
FDK46,OUT017,2680.2338161333955
DRH49,OUT010,642.111168608742
FDQ57,OUT046,2234.4781730347104
FDY59,OUT017,2088.996049140726
FDO09,OUT018,3180.1740619589787
NCG30,OUT035,2088.996049140726
FDM09,OUT017,2679.520928465894
NCN17,OUT027,3931.7640664152914
NCS42,OUT013,2639.4575476205328
FDD02,OUT019,545.0128443446342
FDE34,OUT013,2961.81754427035
FDU38,OUT045,2679.520928465894
FDB33,OUT046,2234.4781730347104
NCJ29,OUT017,2088.996049140726
FDZ27,OUT035,1775.1285102962227
FDI40,OUT013,2639.4575476205328
FDG22,OUT013,2375.582718589748
FDT51,OUT017,2088.996049140726
FDF20,OUT018,2747.137812279751
FDV50,OUT035,2088.996049140726
FDT02,OUT049,1399.5213450943893
DRC49,OUT017,2679.520928465894
FDF26,OUT049,2237.3309340776354
FDV52,OUT035,2088.996049140726
FDX59,OUT049,1399.5213450943893
FDV25,OUT035,2680.2338161333955
FDW23,OUT027,3474.480656312158
FDE53,OUT018,2433.3433283630943
FDA19,OUT017,2088.996049140726
FDH22,OUT046,1740.4500561160019
NCO41,OUT013,2639.4575476205328
FDX12,OUT017,2680.2338161333955
FDF17,OUT013,2961.81754427035
FDS11,OUT045,2680.2338161333955
FDR51,OUT035,2681.308771975984
FDT49,OUT010,642.111168608742
FDC56,OUT013,2639.4575476205328
FDR13,OUT027,3931.7640664152914
FDQ60,OUT035,2088.996049140726
FDN38,OUT049,2410.8952110264468
NCL29,OUT013,2961.81754427035
FDO13,OUT027,4487.273596887449
FDE26,OUT018,2747.137812279751
FDA31,OUT010,670.1202947777384
FDX14,OUT035,2088.996049140726
FDA34,OUT045,2679.520928465894
FDF26,OUT013,2961.81754427035
FDE38,OUT045,2679.520928465894
DRI11,OUT046,1740.4500561160019
FDQ60,OUT027,3931.7640664152914
FDL21,OUT027,3474.480656312158
DRC12,OUT027,4487.273596887449
FDC47,OUT046,2400.7006894382034
FDE57,OUT045,2679.520928465894
FDT14,OUT045,2088.996049140726
NCZ53,OUT046,2234.4781730347104
FDE28,OUT018,3180.1740619589787
FDR19,OUT035,2681.308771975984
NCF54,OUT019,587.7341248749699
FDZ08,OUT046,1740.4500561160019
NCJ05,OUT018,2747.137812279751
FDF59,OUT046,1740.4500561160019
NCO05,OUT035,2088.996049140726
FDW24,OUT018,2191.127194498703
NCX42,OUT018,2747.137812279751
NCA53,OUT035,1775.1285102962227
FDI45,OUT019,587.7341248749699
FDG46,OUT046,1740.4500561160019
FDM20,OUT010,757.9030920946007
FDW11,OUT010,666.5706329934209
FDX08,OUT035,2681.308771975984
NCK17,OUT035,1775.1285102962227
FDK32,OUT018,2747.137812279751
NCA42,OUT035,2681.308771975984
DRI01,OUT035,2681.308771975984
NCL55,OUT049,2410.8952110264468
DRE25,OUT018,2433.3433283630943
FDD14,OUT017,2679.520928465894
FDB10,OUT046,2400.7006894382034
DRN11,OUT035,2681.308771975984
FDP38,OUT018,2191.127194498703
NCA30,OUT017,2679.520928465894
FDT15,OUT017,2679.520928465894
NCP55,OUT018,2191.127194498703
FDF12,OUT035,2681.308771975984
FDM21,OUT018,3180.1740619589787
FDX56,OUT035,2680.2338161333955
FDF10,OUT017,2679.520928465894
FDT32,OUT045,2679.520928465894
FDM51,OUT018,2433.3433283630943
NCR50,OUT018,2747.137812279751
FDI19,OUT049,2410.8952110264468
FDX21,OUT017,2088.996049140726
FDR31,OUT035,2681.308771975984
FDY02,OUT013,3509.121901013104
NCA29,OUT045,2679.520928465894
NCX17,OUT046,2400.7006894382034
FDM12,OUT045,2679.520928465894
FDI53,OUT027,4487.273596887449
NCU30,OUT049,2237.3309340776354
FDC56,OUT027,3931.7640664152914
FDK27,OUT018,2433.3433283630943
NCK18,OUT017,2679.520928465894
FDB52,OUT019,649.9129956959587
DRG25,OUT027,4487.273596887449
FDZ13,OUT049,1399.5213450943893
FDB57,OUT019,649.9129956959587
FDR40,OUT046,1740.4500561160019
NCO14,OUT019,564.1009287350441
NCN19,OUT045,2679.520928465894
FDQ28,OUT019,587.7341248749699
FDO13,OUT018,2747.137812279751
FDK48,OUT013,2639.4575476205328
FDU07,OUT018,2747.137812279751
FDW20,OUT046,1740.4500561160019
FDV12,OUT010,642.111168608742
FDH24,OUT013,2961.81754427035
FDV59,OUT049,2410.8952110264468
FDK57,OUT045,2088.996049140726
FDL16,OUT027,3474.480656312158
NCQ17,OUT046,2234.4781730347104
FDJ15,OUT018,2747.137812279751
FDX24,OUT049,1740.4500561160019
FDT47,OUT046,1740.4500561160019
FDT10,OUT049,1399.5213450943893
FDZ37,OUT018,2433.3433283630943
FDW43,OUT027,5192.505733347002
DRN36,OUT017,2088.996049140726
FDJ14,OUT045,2088.996049140726
FDA32,OUT013,3509.121901013104
FDJ38,OUT019,587.7341248749699
FDQ57,OUT017,2679.520928465894
NCQ41,OUT019,587.7341248749699
FDG56,OUT049,1399.5213450943893
DRC13,OUT027,3931.7640664152914
FDV55,OUT035,2681.308771975984
FDQ49,OUT045,2679.520928465894
FDE29,OUT010,666.5706329934209
FDR03,OUT013,3509.121901013104
FDD45,OUT049,1740.4500561160019
FDN38,OUT010,757.9030920946007
FDT56,OUT046,1399.5213450943893
FDT48,OUT045,2679.520928465894
FDU03,OUT049,2237.3309340776354
FDC56,OUT010,642.111168608742
NCO43,OUT027,3931.7640664152914
FDQ27,OUT017,2088.996049140726
FDR03,OUT046,2400.7006894382034
DRH23,OUT010,666.5706329934209
FDG22,OUT045,1775.1285102962227
NCJ42,OUT013,2639.4575476205328
FDR24,OUT046,1740.4500561160019
FDW60,OUT035,2681.308771975984
FDJ08,OUT013,2961.81754427035
DRL59,OUT018,2191.127194498703
FDG60,OUT010,757.9030920946007
FDW27,OUT017,2679.520928465894
FDX14,OUT018,2433.3433283630943
FDC20,OUT013,2375.582718589748
NCS29,OUT018,3180.1740619589787
FDJ56,OUT046,1740.4500561160019
FDB20,OUT019,545.0128443446342
FDL28,OUT027,5192.505733347002
FDW01,OUT018,2747.137812279751
FDL03,OUT046,2234.4781730347104
FDX22,OUT049,2410.8952110264468
FDJ21,OUT035,2681.308771975984
FDR31,OUT045,2679.520928465894
FDG21,OUT035,2681.308771975984
FDS22,OUT027,3474.480656312158
FDK08,OUT035,2088.996049140726
FDE17,OUT018,2747.137812279751
NCN30,OUT017,2088.996049140726
FDT50,OUT046,1740.4500561160019
NCX42,OUT049,2237.3309340776354
FDJ12,OUT035,2680.2338161333955
NCA18,OUT027,3931.7640664152914
FDP23,OUT019,649.9129956959587
FDX12,OUT013,3509.121901013104
FDN40,OUT018,2747.137812279751
FDV48,OUT035,2088.996049140726
NCY54,OUT013,2961.81754427035
FDL16,OUT010,666.5706329934209
FDR45,OUT018,3180.1740619589787
FDJ52,OUT046,2234.4781730347104
DRG01,OUT017,2088.996049140726
FDP52,OUT013,3509.121901013104
FDU58,OUT017,2679.520928465894
FDL02,OUT045,2088.996049140726
FDG28,OUT013,3509.121901013104
FDA19,OUT035,2088.996049140726
FDW46,OUT027,3474.480656312158
NCD43,OUT049,1740.4500561160019
DRG39,OUT013,2375.582718589748
NCF55,OUT049,1399.5213450943893
FDJ07,OUT046,1740.4500561160019
FDE08,OUT046,2234.4781730347104
FDP56,OUT019,564.1009287350441
FDT45,OUT045,1775.1285102962227
FDF17,OUT018,2747.137812279751
FDX44,OUT046,1740.4500561160019
FDM28,OUT027,4487.273596887449
FDI36,OUT049,2237.3309340776354
FDS07,OUT045,2088.996049140726
FDD36,OUT045,2088.996049140726
FDW11,OUT046,1399.5213450943893
FDN40,OUT049,2237.3309340776354
NCQ18,OUT049,1740.4500561160019
NCQ54,OUT017,2679.520928465894
NCS42,OUT045,2088.996049140726
DRH39,OUT010,642.111168608742
FDC09,OUT027,3931.7640664152914
FDT08,OUT010,670.1202947777384
FDC08,OUT035,2680.2338161333955
FDT20,OUT017,1775.1285102962227
FDS35,OUT035,1775.1285102962227
FDX58,OUT018,2747.137812279751
FDW58,OUT046,1740.4500561160019
DRD27,OUT046,1740.4500561160019
FDH32,OUT019,545.0128443446342
FDS26,OUT035,2680.2338161333955
FDQ31,OUT046,1740.4500561160019
FDP11,OUT018,3180.1740619589787
FDD58,OUT017,2088.996049140726
FDM33,OUT045,2680.2338161333955
FDZ16,OUT049,2237.3309340776354
NCS29,OUT010,757.9030920946007
NCM18,OUT019,564.1009287350441
FDP11,OUT049,2410.8952110264468
NCC42,OUT017,2679.520928465894
DRM23,OUT046,2234.4781730347104
NCN55,OUT027,5192.505733347002
FDK46,OUT013,3509.121901013104
FDR01,OUT046,2234.4781730347104
NCA05,OUT045,2679.520928465894
NCP43,OUT017,2679.520928465894
FDR12,OUT010,670.1202947777384
FDQ01,OUT013,3509.121901013104
FDM13,OUT046,1740.4500561160019
FDQ19,OUT017,2680.2338161333955
FDK56,OUT019,587.7341248749699
NCX06,OUT010,670.1202947777384
FDO56,OUT027,3931.7640664152914
FDU45,OUT045,2088.996049140726
FDI16,OUT019,564.1009287350441
FDL32,OUT046,1740.4500561160019
FDA07,OUT046,1740.4500561160019
FDA14,OUT045,2679.520928465894
FDV46,OUT027,3931.7640664152914
NCO07,OUT035,2680.2338161333955
NCP41,OUT046,1740.4500561160019
FDY60,OUT018,2747.137812279751
FDN38,OUT017,2680.2338161333955
FDO15,OUT046,1399.5213450943893
FDT60,OUT013,2639.4575476205328
FDA55,OUT035,2680.2338161333955
FDE02,OUT010,642.111168608742
DRJ39,OUT049,2410.8952110264468
FDV34,OUT035,1775.1285102962227
FDS20,OUT027,4487.273596887449
FDF02,OUT027,3931.7640664152914
FDW40,OUT017,2679.520928465894
NCB43,OUT046,2234.4781730347104
FDR58,OUT017,2088.996049140726
DRJ59,OUT035,1775.1285102962227
NCD30,OUT017,2088.996049140726
FDE14,OUT017,2088.996049140726
FDC28,OUT018,2433.3433283630943
FDU16,OUT018,2433.3433283630943
NCD19,OUT035,1775.1285102962227
FDU21,OUT046,1399.5213450943893
FDV59,OUT027,5192.505733347002
FDU03,OUT045,2679.520928465894
FDC33,OUT010,670.1202947777384
NCR42,OUT035,1775.1285102962227
DRH59,OUT035,2088.996049140726
NCM31,OUT035,2681.308771975984
FDS50,OUT035,2680.2338161333955
FDP39,OUT046,1399.5213450943893
FDQ55,OUT013,2639.4575476205328
FDV36,OUT019,545.0128443446342
FDI05,OUT027,3931.7640664152914
FDS45,OUT027,3931.7640664152914
FDA39,OUT045,1775.1285102962227
FDC37,OUT010,642.111168608742
FDJ60,OUT027,4487.273596887449
DRQ35,OUT046,1740.4500561160019
NCJ06,OUT046,1740.4500561160019
NCY42,OUT018,2747.137812279751
DRM37,OUT049,2237.3309340776354
FDR14,OUT045,1775.1285102962227
FDE51,OUT049,1399.5213450943893
FDT33,OUT017,2679.520928465894
FDR08,OUT013,2639.4575476205328
FDE36,OUT010,670.1202947777384
FDL22,OUT019,545.0128443446342
FDR44,OUT013,2639.4575476205328
FDI56,OUT019,545.0128443446342
FDE47,OUT010,642.111168608742
FDV27,OUT010,642.111168608742
FDV10,OUT049,1399.5213450943893
FDC40,OUT045,2088.996049140726
NCX41,OUT013,3509.121901013104
NCQ38,OUT027,3931.7640664152914
FDV12,OUT027,3931.7640664152914
FDE52,OUT017,2088.996049140726
FDG20,OUT027,4487.273596887449
FDV16,OUT027,3474.480656312158
FDI32,OUT017,2088.996049140726
FDJ32,OUT049,1399.5213450943893
FDN39,OUT018,2747.137812279751
FDY34,OUT017,2679.520928465894
FDC14,OUT035,1775.1285102962227
FDA55,OUT017,2680.2338161333955
FDZ50,OUT010,670.1202947777384
DRG13,OUT049,2237.3309340776354
FDP01,OUT013,2961.81754427035
NCG54,OUT017,2679.520928465894
FDM13,OUT045,2088.996049140726
NCO18,OUT027,4487.273596887449
NCW41,OUT013,2961.81754427035
FDM52,OUT027,4487.273596887449
NCF55,OUT035,1775.1285102962227
FDT09,OUT046,1740.4500561160019
NCM19,OUT035,2088.996049140726
FDW12,OUT018,2747.137812279751
FDP15,OUT019,649.9129956959587
FDK36,OUT045,1775.1285102962227
FDZ25,OUT035,2681.308771975984
NCW06,OUT049,2237.3309340776354
FDW60,OUT046,2234.4781730347104
DRC49,OUT013,2961.81754427035
NCT17,OUT035,2681.308771975984
NCN06,OUT018,2747.137812279751
FDC45,OUT013,2961.81754427035
DRJ47,OUT019,587.7341248749699
NCF06,OUT045,2680.2338161333955
FDE21,OUT010,642.111168608742
DRG27,OUT013,2375.582718589748
FDW40,OUT049,2237.3309340776354
NCO53,OUT046,2234.4781730347104
FDE23,OUT049,1399.5213450943893
FDQ16,OUT046,1740.4500561160019
FDS26,OUT045,2680.2338161333955
FDZ13,OUT010,666.5706329934209
FDS14,OUT049,2237.3309340776354
FDC10,OUT045,2088.996049140726
FDY16,OUT049,2237.3309340776354
FDJ20,OUT035,2088.996049140726
FDV43,OUT035,1775.1285102962227
FDZ32,OUT027,3931.7640664152914
FDR23,OUT046,2234.4781730347104
FDN24,OUT035,1775.1285102962227
FDE34,OUT027,4487.273596887449
FDU31,OUT013,3509.121901013104
FDW33,OUT018,2433.3433283630943
FDU26,OUT046,1740.4500561160019
FDE20,OUT027,4487.273596887449
NCW05,OUT035,2088.996049140726
FDB22,OUT018,2747.137812279751
FDO56,OUT046,1740.4500561160019
FDA19,OUT027,3931.7640664152914
DRI39,OUT045,1775.1285102962227
FDH52,OUT018,2191.127194498703
FDZ50,OUT035,2681.308771975984
NCN42,OUT035,2681.308771975984
FDB53,OUT013,2961.81754427035
DRG11,OUT017,2088.996049140726
DRK11,OUT027,4487.273596887449
FDQ60,OUT017,2088.996049140726
FDT36,OUT017,1775.1285102962227
DRG25,OUT018,2747.137812279751
DRJ23,OUT046,2234.4781730347104
FDG05,OUT035,2681.308771975984
NCK06,OUT018,2433.3433283630943
FDU52,OUT017,2679.520928465894
FDW07,OUT018,2433.3433283630943
NCM17,OUT045,1775.1285102962227
FDA22,OUT045,2679.520928465894
NCA41,OUT018,2747.137812279751
FDF38,OUT035,1775.1285102962227
FDH52,OUT046,1399.5213450943893
FDY58,OUT019,649.9129956959587
FDZ16,OUT045,2679.520928465894
NCM18,OUT017,1775.1285102962227
FDA22,OUT018,2747.137812279751
NCJ43,OUT035,2681.308771975984
FDI34,OUT027,5192.505733347002
FDG56,OUT046,1399.5213450943893
FDS34,OUT046,1740.4500561160019
DRC01,OUT035,1775.1285102962227
FDQ04,OUT035,1775.1285102962227
FDK04,OUT035,1775.1285102962227
FDT51,OUT049,1740.4500561160019
FDV26,OUT017,2679.520928465894
FDS04,OUT049,2237.3309340776354
FDW43,OUT018,3180.1740619589787
FDQ28,OUT010,670.1202947777384
NCK06,OUT017,2088.996049140726
FDS23,OUT018,2433.3433283630943
FDZ36,OUT019,587.7341248749699
FDE56,OUT018,2191.127194498703
FDW10,OUT027,4487.273596887449
NCN14,OUT045,2679.520928465894
NCQ18,OUT045,2088.996049140726
FDW08,OUT017,2088.996049140726
FDU43,OUT035,2680.2338161333955
FDR33,OUT010,642.111168608742
FDM24,OUT010,670.1202947777384
NCZ05,OUT046,1740.4500561160019
NCV41,OUT035,2088.996049140726
FDV11,OUT018,2747.137812279751
NCY05,OUT035,1775.1285102962227
FDV44,OUT018,2747.137812279751
FDW32,OUT049,1740.4500561160019
NCU18,OUT027,4487.273596887449
NCC43,OUT035,2680.2338161333955
FDW19,OUT013,2639.4575476205328
FDN31,OUT035,2681.308771975984
FDI48,OUT045,1775.1285102962227
FDS24,OUT017,2088.996049140726
FDF46,OUT049,1740.4500561160019
DRG23,OUT017,2679.520928465894
FDG14,OUT018,2747.137812279751
NCY30,OUT049,2237.3309340776354
FDO28,OUT018,2433.3433283630943
DRD24,OUT035,2681.308771975984
FDI33,OUT049,1740.4500561160019
FDN32,OUT046,2234.4781730347104
FDR16,OUT045,2680.2338161333955
FDF26,OUT046,2234.4781730347104
NCN29,OUT018,2191.127194498703
FDE20,OUT045,2679.520928465894
FDA46,OUT046,2234.4781730347104
FDU28,OUT045,2679.520928465894
FDQ48,OUT045,2088.996049140726
FDV36,OUT013,2639.4575476205328
FDR14,OUT018,2191.127194498703
FDP23,OUT017,2680.2338161333955
FDP56,OUT013,2375.582718589748
FDK48,OUT010,642.111168608742
FDR48,OUT046,2234.4781730347104
NCY29,OUT049,1399.5213450943893
FDM22,OUT018,2191.127194498703
DRJ01,OUT013,2961.81754427035
FDZ43,OUT045,2680.2338161333955
FDV03,OUT035,2681.308771975984
FDX11,OUT027,4487.273596887449
NCA41,OUT027,4487.273596887449
FDE38,OUT017,2679.520928465894
FDI27,OUT018,2191.127194498703
FDN32,OUT013,2961.81754427035
NCN43,OUT017,2088.996049140726
FDB47,OUT027,5192.505733347002
FDV03,OUT017,2679.520928465894
NCN30,OUT045,2088.996049140726
NCV54,OUT010,642.111168608742
FDV07,OUT013,2639.4575476205328
FDP07,OUT049,2237.3309340776354
FDK48,OUT018,2191.127194498703
FDM15,OUT019,587.7341248749699
FDY19,OUT027,3931.7640664152914
FDK46,OUT046,2400.7006894382034
FDY11,OUT045,1775.1285102962227
FDH09,OUT046,1399.5213450943893
FDO08,OUT027,4487.273596887449
FDU14,OUT013,3509.121901013104
FDD22,OUT027,3931.7640664152914
FDM27,OUT017,2679.520928465894
FDL02,OUT027,3931.7640664152914
NCA17,OUT035,2681.308771975984
FDE38,OUT019,587.7341248749699
NCG07,OUT049,2237.3309340776354
DRC27,OUT013,3509.121901013104
FDA27,OUT035,2680.2338161333955
FDW40,OUT045,2679.520928465894
DRI11,OUT013,2639.4575476205328
FDN50,OUT046,1740.4500561160019
FDR12,OUT046,2234.4781730347104
FDT34,OUT027,3931.7640664152914
FDW11,OUT035,1775.1285102962227
NCO30,OUT027,4487.273596887449
FDZ34,OUT017,2679.520928465894
FDU45,OUT017,2088.996049140726
NCD42,OUT035,1775.1285102962227
FDX25,OUT045,2679.520928465894
NCR29,OUT046,1399.5213450943893
FDX43,OUT019,587.7341248749699
FDB04,OUT010,642.111168608742
FDR49,OUT027,3474.480656312158
FDS39,OUT018,2747.137812279751
FDW58,OUT045,2088.996049140726
FDG22,OUT019,564.1009287350441
FDG31,OUT017,1775.1285102962227
NCV53,OUT027,5192.505733347002
DRJ37,OUT035,2681.308771975984
FDV07,OUT035,2088.996049140726
FDW52,OUT018,2747.137812279751
FDT15,OUT045,2679.520928465894
FDD02,OUT018,2433.3433283630943
FDM16,OUT035,1775.1285102962227
NCE55,OUT046,2234.4781730347104
FDB57,OUT018,3180.1740619589787
FDQ04,OUT013,2375.582718589748
FDQ47,OUT019,564.1009287350441
FDY14,OUT019,649.9129956959587
DRK37,OUT017,2679.520928465894
FDO25,OUT017,2680.2338161333955
FDL57,OUT046,2400.7006894382034
NCK29,OUT018,2433.3433283630943
FDK46,OUT027,5192.505733347002
NCB43,OUT010,670.1202947777384
DRE01,OUT027,5192.505733347002
FDC46,OUT018,2747.137812279751
FDQ23,OUT045,2088.996049140726
FDX38,OUT049,1399.5213450943893
FDG60,OUT018,3180.1740619589787
FDW55,OUT017,2680.2338161333955
FDP39,OUT013,2375.582718589748
FDB20,OUT018,2433.3433283630943
FDV21,OUT017,2088.996049140726
FDZ02,OUT013,2639.4575476205328
FDP19,OUT027,3931.7640664152914
FDA38,OUT035,2680.2338161333955
FDH22,OUT045,2088.996049140726
DRM11,OUT045,2680.2338161333955
FDO12,OUT027,4487.273596887449
FDT14,OUT049,1740.4500561160019
FDW34,OUT010,757.9030920946007
FDG04,OUT027,4487.273596887449
FDW59,OUT018,2433.3433283630943
FDR33,OUT018,2433.3433283630943
FDP32,OUT013,2639.4575476205328
FDL13,OUT027,5192.505733347002
FDD22,OUT013,2639.4575476205328
FDV40,OUT027,3474.480656312158
NCD55,OUT046,1399.5213450943893
FDQ20,OUT010,666.5706329934209
FDD28,OUT045,1775.1285102962227
FDC39,OUT045,2680.2338161333955
NCR17,OUT049,1740.4500561160019
DRO35,OUT018,2433.3433283630943
FDF40,OUT049,2410.8952110264468
FDR31,OUT018,2747.137812279751
NCQ41,OUT017,2679.520928465894
FDP38,OUT046,1399.5213450943893
NCU54,OUT027,5192.505733347002
FDG22,OUT018,2191.127194498703
DRK59,OUT013,3509.121901013104
FDC37,OUT046,1740.4500561160019
NCO42,OUT013,2961.81754427035
NCT42,OUT017,2679.520928465894
FDX27,OUT035,2088.996049140726
FDV40,OUT018,2191.127194498703
FDT45,OUT027,3474.480656312158
FDS47,OUT019,545.0128443446342
FDR45,OUT035,2680.2338161333955
FDB03,OUT045,2680.2338161333955
FDO49,OUT035,1775.1285102962227
FDU60,OUT027,4487.273596887449
FDB26,OUT018,2191.127194498703
FDB46,OUT017,2680.2338161333955
FDQ37,OUT019,587.7341248749699
FDN03,OUT017,2680.2338161333955
NCX30,OUT045,2680.2338161333955
FDK32,OUT019,587.7341248749699
DRM47,OUT013,2961.81754427035
NCO02,OUT046,1399.5213450943893
FDP04,OUT013,2375.582718589748
NCO43,OUT049,1740.4500561160019
FDD59,OUT013,2639.4575476205328
FDQ10,OUT017,2679.520928465894
FDW45,OUT035,2681.308771975984
NCK30,OUT049,2410.8952110264468
FDU31,OUT018,3180.1740619589787
NCQ17,OUT019,587.7341248749699
FDN01,OUT017,2679.520928465894
FDZ19,OUT049,2237.3309340776354
DRG37,OUT017,2679.520928465894
FDE32,OUT045,1775.1285102962227
FDO34,OUT049,2237.3309340776354
FDM04,OUT019,564.1009287350441
FDZ25,OUT049,2237.3309340776354
